Date,Schedule Rollup,STARS ID,Station Unique,Delay Type,Delay Category,Delay Subcategory,Charge Department,Trouble Code,Delay Total,Line,Incident Time,Incident Hour
10/24/2024,Weekday,A-25,34 St - Penn Station (128),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,09:43,9
10/24/2024,Weekday,A-3,207 St (108),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,5,1,00:15,0
10/24/2024,Weekday,A-10,South Ferry (142),Internal,Subway Car,Other - CE,Division of Car Equipment,SMOKE ISSUING,7,1,07:05,7
10/24/2024,Weekday,A-59,242 St - Van Cortlandt Park (101),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,7,1,17:35,17
10/24/2024,Weekday,A-80,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,8,1,20:22,20
10/24/2024,Weekday,A-2,Chambers St (137),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,5,1,00:16,0
10/24/2024,Weekday,A-38,Dyckman St (109),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,14,1,11:58,11
10/25/2024,Weekday,A-27,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,10:55,10
10/25/2024,Weekday,A-70,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,20:35,20
10/25/2024,Weekday,A-69,168 St (112),External,"Public Conduct, Crime, Police Response",,Police,ARMED PERSON(S),4,1,21:53,21
10/25/2024,Weekday,A-37,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,BROKEN SEAT(S),3,1,13:13,13
10/25/2024,Weekday,A-13,191 St (110),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:15,6
10/25/2024,Weekday,A-14,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:38,6
10/25/2024,Weekday,A-15,72 St (123),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,07:44,7
10/25/2024,Weekday,A-53,34 St - Penn Station (128),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,8,1,18:39,18
10/25/2024,Weekday,A-50,Chambers St (137),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,2,1,17:17,17
10/25/2024,Weekday,A-42,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,14,1,14:47,14
10/25/2024,Weekday,A-49,Chambers St (137),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,7,1,16:41,16
10/25/2024,Weekday,A-34,215 St (107),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,5,1,11:44,11
10/25/2024,Weekday,A-4,14 St (132),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,3,1,00:38,0
10/28/2024,Weekday,A-84,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,4,1,20:15,20
10/28/2024,Weekday,A-23,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,08:55,8
10/28/2024,Weekday,A-26,59 St - Columbus Circle (125),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,8,1,09:31,9
10/28/2024,Weekday,A-49,96 St (120),External,Sick/Injured Customer,,Public,SICK CUSTOMER,2,2,14:51,14
10/28/2024,Weekday,A-53,Dyckman St (109),Internal,Other Internal,Service Delivery,Division of Service Delivery,T/O OVER RUNNING THE STATION,1,1,15:54,15
10/28/2024,Weekday,A-20,50 St (126),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,62,1,08:16,8
10/28/2024,Weekday,A-5,South Ferry (142),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,3,1,20:35,20
10/28/2024,Weekday,A-57,Chambers St (137),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,12,1,15:01,15
10/29/2024,Weekday,A-62,34 St - Penn Station (128),External,External Debris on Roadbed,,Public,BIE-DEBRIS ON ROADBED,13,3,20:11,20
10/29/2024,Weekday,A-31,72 St (123),External,"Public Conduct, Crime, Police Response",,Police,ARMED PERSON(S),6,3,10:37,10
10/29/2024,Weekday,A-17,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,07:44,7
10/29/2024,Weekday,A-26,137 St - City College (115),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,09:12,9
10/29/2024,Weekday,A-28,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,09:06,9
10/29/2024,Weekday,A-54,157 St (113),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,6,1,17:50,17
10/29/2024,Weekday,A-67,79 St (122),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,21:55,21
10/29/2024,Weekday,A-38,Times Square - 42 St (127),External,Sick/Injured Customer,,Police,SICK CUSTOMER,5,1,11:41,11
10/29/2024,Weekday,A-63,Times Square - 42 St (127),Internal,Other Internal,Other Internal Disruptions,Automatic Train Supervision,SIGNAL TROUBLE,11,1,20:29,20
10/29/2024,Weekday,A-44,Chambers St (137),Internal,Subway Car,Propulsion,Division of Car Equipment,EXCESS POWER,10,1,14:57,14
10/29/2024,Weekday,A-55,Chambers St (137),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,5,1,16:22,16
10/29/2024,Weekday,A-37,215 St (107),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,11:36,11
10/29/2024,Weekday,A-4,Times Square - 42 St (127),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,00:50,0
10/30/2024,Weekday,A-65,96 St (120),External,External Debris on Roadbed,,Public,DEBRIS ON ROADBED,1,1,20:27,20
10/30/2024,Weekday,A-45,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,BIE-EBV-CUSTOMER,1,3,13:37,13
10/30/2024,Weekday,A-22,157 St (113),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),3,1,07:00,7
10/30/2024,Weekday,A-23,168 St (112),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,07:18,7
10/30/2024,Weekday,A-32,137 St - City College (115),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,08:29,8
10/30/2024,Weekday,A-59,34 St - Penn Station (128),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-HOME SIGNAL,33,1,17:42,17
10/30/2024,Weekday,A-27,137 St - City College (115),Internal,Subway Car,Braking,Division of Car Equipment,BRAKES FAIL TO CHARGE,3,1,08:53,8
10/30/2024,Weekday,A-21, (),Internal,Subway Car,Door-Related,Division of Car Equipment,LOSS OF T/O INDICATION,5,1,05:49,5
10/30/2024,Weekday,A-58,Cortlandt St (R25),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,1,1,16:14,16
10/30/2024,Weekday,A-57,Chambers St (137),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,6,1,16:51,16
10/30/2024,Weekday,A-74,242 St - Van Cortlandt Park (101),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,5,1,20:23,20
10/30/2024,Weekday,A-3,96 St (120),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,3,1,01:48,1
10/30/2024,Weekday,A-72,34 St - Penn Station (128),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,19,1,19:43,19
10/30/2024,Weekday,A-11,238 St (103),Planned ROW Work,,,Division of MOW Signals,DELAYED BY WORK TRAIN,1,1,02:12,2
10/30/2024,Weekday,A-39,125 St (116),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,11:24,11
10/31/2024,Weekday,A-1,241 St - Wakefield (201),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,2,07:21,7
10/31/2024,Weekday,A-49,South Ferry (142),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,3,1,16:07,16
10/31/2024,Weekday,A-25,191 St (110),External,"Public Conduct, Crime, Police Response",,Police,BIE-EBV-CUSTOMER,1,1,08:20,8
10/31/2024,Weekday,A-26,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,BRAKES FAIL TO CHARGE,7,1,08:48,8
10/31/2024,Weekday,A-31,215 St (107),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),6,1,09:47,9
10/31/2024,Weekday,A-20,240 St Yard (102),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,2,1,06:52,6
10/31/2024,Weekday,A-51,Dyckman St (109),External,"Public Conduct, Crime, Police Response",,Public,SPECIAL EVENTS,48,1,17:15,17
10/31/2024,Weekday,A-42,96 St (120),Internal,Other Internal,Service Delivery,Division of Service Delivery,COMFORT RELIEF,4,1,14:11,14
10/31/2024,Weekday,A-35,238 St (103),Internal,Other Internal,Service Delivery,OPS Training,BIE-HOME SIGNAL,38,1,11:16,11
10/31/2024,Weekday,A-52,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,13,1,14:54,14
10/31/2024,Weekday,A-86,14 St - Union Square (635),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,23:29,23
10/31/2024,Weekday,A-2,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,01:03,1
10/31/2024,Weekday,A-9,Dyckman St (109),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,1,02:55,2
11/1/2024,Weekday,A-1,New Lots Av (257),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,7,5,05:47,5
11/1/2024,Weekday,A-26,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,8,1,15:09,15
11/1/2024,Weekday,A-19,23 St (130),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,07:58,7
11/1/2024,Weekday,A-30,34 St - Penn Station (128),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),5,1,13:15,13
11/1/2024,Weekday,A-52,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),7,1,21:16,21
11/1/2024,Weekday,A-2,Chambers St (137),External,"Public Conduct, Crime, Police Response",,Public,UNRULY PERSON(S),2,1,00:35,0
11/1/2024,Weekday,A-9,242 St - Van Cortlandt Park (101),Internal,Other Internal,Service Delivery,OPS Training,COMFORT RELIEF,1,1,04:27,4
11/1/2024,Weekday,A-49,Times Square - 42 St (127),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-HOME SIGNAL,4,3,20:50,20
11/1/2024,Weekday,A-66,Dyckman St (109),Internal,Subway Car,Other - CE,Division of Car Equipment,NO HEADLIGHTS/TAIL LIGHTS,4,1,21:31,21
11/1/2024,Weekday,A-41,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,15,1,16:46,16
11/1/2024,Weekday,A-8,28 St (129),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,2,1,01:36,1
11/1/2024,Weekday,A-61,79 St (122),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,5,1,22:17,22
11/4/2024,Weekday,A-58,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,1,17:10,17
11/4/2024,Weekday,A-13,Canal St (135),External,"Public Conduct, Crime, Police Response",,Police,PERSON RIDING ON O/S OF TRAIN,3,3,08:03,8
11/4/2024,Weekday,A-37,238 St (103),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,07:34,7
11/4/2024,Weekday,A-42,14 St (132),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:32,6
11/4/2024,Weekday,A-43,34 St - Penn Station (128),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:05,6
11/4/2024,Weekday,A-45,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,07:26,7
11/4/2024,Weekday,A-62,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,4,1,19:53,19
11/4/2024,Weekday,A-63,Canal St (135),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,19:30,19
11/4/2024,Weekday,A-64,116 St - Columbia University (117),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,3,1,21:00,21
11/4/2024,Weekday,A-73,116 St - Columbia University (117),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,5,1,22:17,22
11/4/2024,Weekday,A-60,96 St (120),Internal,Subway Car,Braking,Division of Car Equipment,STUCK BRAKES,13,1,18:45,18
11/4/2024,Weekday,A-53,Cathedral Pkwy (110 St) (118),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,3,1,16:15,16
11/4/2024,Weekday,A-40,125 St (225),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,4,2,12:59,12
11/4/2024,Weekday,A-54,Chambers St (137),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,6,1,15:08,15
11/4/2024,Weekday,A-2,66 St - Lincoln Center (124),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,5,1,00:41,0
11/4/2024,Weekday,A-50,34 St - Penn Station (128),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,4,1,14:31,14
11/4/2024,Weekday,A-47,Dyckman St (109),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,09:15,9
11/5/2024,Weekday,A-26,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,#CUSTOMER ASSAULTED/ROBBED,5,1,11:00,11
11/5/2024,Weekday,A-38,137 St - City College (115),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:47,6
11/5/2024,Weekday,A-41,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,08:14,8
11/5/2024,Weekday,A-5,148 St - Harlem (301),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,00:09,0
11/5/2024,Weekday,A-69,14 St (132),External,Sick/Injured Customer,,Public,SICK CUSTOMER,1,2,23:34,23
11/5/2024,Weekday,A-28,Chambers St (137),Internal,Other Internal,Service Delivery,Division of Service Delivery,BIE-EMPLOYEE,1,1,10:58,10
11/5/2024,Weekday,A-36,Nostrand Av (248),Internal,Other Internal,Service Delivery,Division of Service Delivery,BIE-UNDER INVESTIGATION,3,3,12:34,12
11/5/2024,Weekday,A-37,96 St (120),Internal,Other Internal,Service Delivery,OPS Training,BIE-EMPLOYEE,1,1,12:51,12
11/5/2024,Weekday,A-73,34 St - Penn Station (128),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,1,1,22:52,22
11/5/2024,Weekday,A-17,Chambers St (137),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,BIE-DEBRIS ON ROADBED,4,2,07:08,7
11/5/2024,Weekday,A-47,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,2,1,15:11,15
11/5/2024,Weekday,A-58,14 St (132),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,2,1,20:19,20
11/5/2024,Weekday,A-3,Rector St (139),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,8,1,00:21,0
11/5/2024,Weekday,A-39,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,16,1,09:39,9
11/5/2024,Weekday,A-74,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,2,1,23:13,23
11/6/2024,Weekday,A-71,149 St - Grand Concourse (222),External,Persons on Roadbed,,Police,*BIE-PERSON STRUCK/ALIVE,17,2,18:03,18
11/6/2024,Weekday,A-65,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,#CUSTOMER ASSAULTED/ROBBED,1,2,17:12,17
11/6/2024,Weekday,A-72,66 St - Lincoln Center (124),External,"Public Conduct, Crime, Police Response",,Police,BIE-EMPLOYEE,2,1,18:54,18
11/6/2024,Weekday,A-86,Houston St (134),External,"Public Conduct, Crime, Police Response",,Police,BRAKE VALVE,2,1,22:32,22
11/6/2024,Weekday,A-30,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,E.A. BOX ACTIVATED,12,1,09:37,9
11/6/2024,Weekday,A-11,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,GRAFFITI,2,1,05:35,5
11/6/2024,Weekday,A-29,125 St (116),External,"Public Conduct, Crime, Police Response",,Police,GRAFFITI,11,1,09:26,9
11/6/2024,Weekday,A-35,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,08:45,8
11/6/2024,Weekday,A-4,South Ferry (142),External,Sick/Injured Customer,,Police,SICK CUSTOMER,1,1,00:09,0
11/6/2024,Weekday,A-31,Canal St (135),External,Sick/Injured Customer,,Public,*INJURED CUSTOMER(S),7,1,10:00,10
11/6/2024,Weekday,A-38,South Ferry (142),Internal,Other Internal,Other Internal Disruptions,Automatic Train Supervision,AUTOMATIC TRAIN SUPV,11,1,11:53,11
11/6/2024,Weekday,A-55,Dyckman St (109),Internal,Other Internal,Other Internal Disruptions,Automatic Train Supervision,AUTOMATIC TRAIN SUPV,5,1,15:49,15
11/6/2024,Weekday,A-33,231 St (104),Internal,Other Internal,Service Delivery,Division of Service Delivery,BIE-AUTOMATIC SIGNAL,3,1,10:15,10
11/6/2024,Weekday,A-78,14 St (132),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,2,1,20:24,20
11/6/2024,Weekday,A-6,Times Square - 42 St (127),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,00:37,0
11/7/2024,Weekday,A-5,South Ferry (142),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,1,08:18,8
11/7/2024,Weekday,A-94,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,19:23,19
11/7/2024,Weekday,A-106,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,1,22:24,22
11/7/2024,Weekday,A-84,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,1,18:29,18
11/7/2024,Weekday,A-107,Cathedral Pkwy (110 St) (118),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,23:52,23
11/7/2024,Weekday,A-38,34 St - Penn Station (128),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,08:39,8
11/7/2024,Weekday,A-39,72 St (123),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:45,6
11/7/2024,Weekday,A-56,14 St (132),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),9,1,13:06,13
11/7/2024,Weekday,A-96,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,VANDALISM,1,1,12:00,12
11/7/2024,Weekday,A-2,72 St (123),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,3,1,00:25,0
11/7/2024,Weekday,A-45,125 St (116),External,Sick/Injured Customer,,Public,ASSISTANCE REFUSED/UNFOUNDED,3,1,12:04,12
11/7/2024,Weekday,A-78,215 St (107),Internal,Subway Car,Braking,Division of Car Equipment,SLOW RELEASING BRAKES,3,1,16:08,16
11/7/2024,Weekday,A-86,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,1,1,18:12,18
11/7/2024,Weekday,A-40,Dyckman St (109),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,19,1,09:53,9
11/7/2024,Weekday,A-51,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,19,1,11:20,11
11/7/2024,Weekday,A-55,238 St (103),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,4,1,12:51,12
11/7/2024,Weekday,A-6,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,00:41,0
11/8/2024,Weekday,A-37,137 St - City College (115),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,08:14,8
11/8/2024,Weekday,A-64,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,6,1,12:00,12
11/8/2024,Weekday,A-14,66 St - Lincoln Center (124),External,"Public Conduct, Crime, Police Response",,Police,HANDBRAKE APPLIED,2,1,06:40,6
11/8/2024,Weekday,A-21,Times Square - 42 St (127),Internal,Other Internal,Service Delivery,OPS Training,BIE-EMPLOYEE,1,1,07:58,7
11/8/2024,Weekday,A-38,Borough Hall (232),Internal,Subway Car,Other - CE,Division of Car Equipment,BIE-UNDER INVESTIGATION,10,2,10:48,10
11/8/2024,Weekday,A-76,14 St (132),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,3,1,18:16,18
11/8/2024,Weekday,A-43,Chambers St (137),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,9,1,09:02,9
11/8/2024,Weekday,A-81,96 St (120),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,3,1,20:58,20
11/8/2024,Weekday,A-94,59 St - Columbus Circle (125),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,21:45,21
11/8/2024,Weekday,A-2,50 St (126),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,00:20,0
11/11/2024,Weekday,A-2,66 St - Lincoln Center (124),External,External Debris on Roadbed,,Public,BIE-DEBRIS ON ROADBED,3,1,00:10,0
11/11/2024,Weekday,A-24,50 St (126),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,09:07,9
11/11/2024,Weekday,A-25,215 St (107),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,10:08,10
11/11/2024,Weekday,A-68,50 St (126),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,21:45,21
11/11/2024,Weekday,A-69,Dyckman St (109),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,23:14,23
11/11/2024,Weekday,A-8,103 St (119),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,01:26,1
11/11/2024,Weekday,A-19,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,1,1,10:45,10
11/11/2024,Weekday,A-38,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,3,1,16:07,16
11/11/2024,Weekday,A-12,79 St (122),External,Sick/Injured Customer,,Police,SICK CUSTOMER,3,2,05:12,5
11/11/2024,Weekday,A-28,207 St (108),Internal,Other Internal,Other Internal Disruptions,Automatic Train Supervision,AUTOMATIC TRAIN SUPV,1,1,11:47,11
11/11/2024,Weekday,A-46,Chambers St (137),Internal,Other Internal,Service Delivery,Division of Service Delivery,T/O OVER RUNNING THE STATION,2,1,18:21,18
11/11/2024,Weekday,A-11,238 St (103),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,1,1,03:07,3
11/11/2024,Weekday,A-36,Chambers St (137),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,6,1,15:13,15
11/11/2024,Weekday,A-4,Times Square - 42 St (127),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,3,3,00:12,0
11/12/2024,Weekday,A-28,Dyckman St (109),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),29,1,09:35,9
11/12/2024,Weekday,A-7,Cathedral Pkwy (110 St) (118),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,00:05,0
11/12/2024,Weekday,A-19,238 St (103),Internal,Other Internal,Service Delivery,OPS Training,LOSS OF C/R INDICATION,14,1,07:12,7
11/12/2024,Weekday,A-58,Clark St (231),Internal,Other Internal,Train Brake Activation - Cause Unknown,Miscellaneous,BIE-UNDER INVESTIGATION,16,2,17:26,17
11/12/2024,Weekday,A-22,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,6,1,06:03,6
11/12/2024,Weekday,A-30,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,9,1,08:23,8
11/12/2024,Weekday,A-54,Chambers St (137),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,4,1,15:01,15
11/12/2024,Weekday,A-72,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,2,1,21:31,21
11/12/2024,Weekday,A-39,Canal St (135),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,10,1,10:21,10
11/12/2024,Weekday,A-8,Cathedral Pkwy (110 St) (118),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,14,1,00:35,0
11/13/2024,Weekday,A-39,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,08:00,8
11/13/2024,Weekday,A-23,Franklin St (136),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,3,1,08:43,8
11/13/2024,Weekday,A-22,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,3,1,08:41,8
11/13/2024,Weekday,A-7,Canal St (135),External,"Public Conduct, Crime, Police Response",,Public,UNRULY PERSON(S),1,1,00:39,0
11/13/2024,Weekday,A-62,Times Square - 42 St (127),External,Sick/Injured Customer,,Police,SICK CUSTOMER,2,1,17:56,17
11/13/2024,Weekday,A-11,Times Square - 42 St (127),Internal,Other Internal,Train Brake Activation - Cause Unknown,Miscellaneous,BIE-UNDER INVESTIGATION,2,2,02:25,2
11/13/2024,Weekday,A-25,Central Park North (110 St) (227),Internal,Subway Car,Other - CE,Division of Car Equipment,BIE-UNDER INVESTIGATION,26,2,09:13,9
11/13/2024,Weekday,A-48,28 St (129),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,8,1,15:11,15
11/13/2024,Weekday,A-70,72 St (123),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,22:24,22
11/13/2024,Weekday,A-10,Times Square - 42 St (127),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,1,1,00:37,0
11/14/2024,Weekday,A-77,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,5,1,17:21,17
