Date,Sent To,Ticket ,RTO #,District,Line,Facility,Location,Type,Request,Entered by,Current Status,Completed Date,Comments,,
1/21/2020,MOW,322506,M20007,4,A,207 Street Yard,Master Tower,replace,light bulbs,,completed,1/23/2020,,,
1/21/2020,MOW,4200056,M20008,2,3,Livonia Yard,Mens restroom,repair,toilet leaking,,completed,2/18/2020,,,
1/21/2020,MOW,200011,M20009,5,E,Queensboro Plaza Master Tower,Unisex restroom & Slop room,repair,clogged floor drains,,completed,2/18/2020,,,
1/21/2020,MOW,200002,M20010,5,E,Queensboro Plaza Master Tower,Mens restroom,replace ,toilet,,completed,2/18/2020,,,
1/22/2020,Sta Env,1911422,SE200044,4,J,Parsons Archer,Catwalk Lower Level,paint,paint handrail ,,completed by MOW,2/18/2020,,,
1/22/2020,Sta Env,1911523,SE200045,3,N,Kings Highway,Men restroom,repair,sink faucet,,completed,1/23/2020,,,
1/22/2020,Sta Env,1911666,SE200046,2,3,148 Street,Crew Room,repair,hole in middle of floor,,completed,1/27/2020,,,
1/22/2020,Sta Env,1911615,SE200047,4,A,42 Street Port Authority,Catwalk,secure,hanging wires near track 4,,"closed ref to MOW, see M20045",3/5/2020,,,
1/22/2020,Sta Env,1911671,SE200048,5,G,Court Square,Men restroom,repair,leaking toilet and sink,,completed,3/16/2020,,,
1/22/2020,Sta Env,1912204,SE200050,3,N,Kings Highway,Crew Room,repair,floor tiles lifting up,,completed,1/29/2020,,,
1/22/2020,Sta Env,1912209,SE200051,5,F,Kings Highway,Men restroom,repair,urinal flushometer not working,,completed,1/23/2020,,,
1/22/2020,Sta Env,1912251,SE200052,4,L,Canarsie Rockaway Parkway,Women restroom,repair,stall door off hinges and lock broken,,completed,1/23/2020,,,
1/22/2020,Sta Env,149704,SE200053,2,3,New Lots Avenue,Men locker room,replace,4 light bulbs,,completed,1/25/2020,,,
1/22/2020,Sta Env,1912262,SE200054,2,3,New Lots Avenue,Men locker room,repair,wall electrical heater,,completed,3/16/2020,,,
1/22/2020,Sta Env,149647,SE200055,1,1,242 Street,Dispatcher office,replace,lamp post lights bulbs outside of office,,completed,1/30/2020,,,
1/22/2020,MOW,322507,M20011,2,3,148 Street Yard,Lower walkway ,replace,light bulbs out tracks 16-24,,completed,1/30/2020,,,
1/22/2020,Sta Env,1911675,SE200049,5,F,4 Avenue,Superintendent's office,repair,clogged sink,,completed,5/20/2020,,,
1/23/2020,Sta Env,149771,SE200056,3,D,Bedford Park,Supt office & Supply room,replace,light bulbs,,completed,1/23/2020,,,
1/23/2020,Sta Env,1912678,SE200057,1,5,East 180 Street,Crew Facility,replace,light bulbs,,completed,4/1/2020,,,
1/23/2020,Sta Env,1912584,SE200058,3,D,Bedford Park,Superintendent's office,replace,ballast in light fixture,,completed,1/25/2020,,,
1/23/2020,EMD,272779,EMD20002,4,C,Euclid Avenue,Crew room,repair,entry door lock broken,,completed,1/24/2020,,,
1/23/2020,Sta Env,1912670,SE200059,5,f,179 Street,Women's Restroom,repair,clogged toilet,,completed,3/16/2020,,,
1/24/2020,Cable,N/A,C200001,3,F,179 Street,Crew Room,install ,cable box,,,,,,
1/24/2020,Ozone,BM-43073,OZ20003,,,130 Livingston Street,Facility & Safety,material,12 door closer,,completed,1/28/2020,,,
1/24/2020,Sta Env,1913330,SE200060,5,7,Main Street,Men restroom,repair,clogged sink,,completed,3/20/2020,,,
1/24/2020,Sta Env,1913294,SE200061,5,7,Main Street,Women restroom,repair,slow draining sink,,completed,3/20/2020,,,
1/24/2020,Sta Env,1913286,SE200062,5,7,Main Street,Crew room,repair,no hot water at sink,,completed,2/23/2020,,,
1/24/2020,Sta Env,1913371,SE200063,5,E,Queensboro Plaza Master Tower,Restrooms,install ,exhaust fans to men and womens restrooms,,Reffered to MOW,3/19/2020,,,
1/24/2020,Sta Env,1913921,SE200064,5,E,World Trade Center,Men restroom,repair,faucet and sink detaching,,completed,2/11/2020,,,
1/24/2020,Sta Env,1913928,SE200065,2,4,Utica Avenue,Dispatcher Lower,repair,leaking pipe,,completed,1/25/2020,,,
1/24/2020,MOW,4200070,M20012,5,E,Queensboro Plaza Master Tower,Women restroom,repair,wall heater not working,,completed,1/25/2020,,,
1/24/2020,MOW,353456,M20013,4,A,Beach 60th Street,elevated structure,repair,concrete falling,,completed,1/24/2020,,,
1/24/2020,Material,N/A,MC20004,5,E,Jamaica Yard,tower,material,2 booth chairs,,completed,1/27/2020,,,
1/24/2020,Material,N/A,MC20005,,,130 Livingston Street,Facility & Safety,material,26 locks,,completed,1/28/2020,,,
1/24/2020,Cable,N/A,C200002,3,F,Parsons Hillside,Superintendent Office,install ,cable box,,,,,,
1/27/2020,MOW,4200075,M20014,3,CIYD,Coney Island Yard,Men restroom Tower B,repair,metal floor drain cover loose,,completed,1/28/2020,,,
1/27/2020,MOW,4200077,M20015,2,3,New Lots Avenue,Men locker room,replace,light bulbs ,,completed,4/24/2020,,,
1/27/2020,MOW,4200077,M20016,2,3,New Lots Avenue,Women locker room,repair,light switch,,completed,4/24/2020,,,
1/27/2020,Bergen,N/A,B20009,RCC,RCC,354 West 54 Street,Tyi Frizzell,fabricate,retirement request for TD Janet Pickens-Bynoe,,completed,1/30/2020,,,
1/27/2020,Sta Env,1915542,SE200066,4,J,Parsons Archer,Employee restrooms,restore,no hot water,,completed,2/15/2020,,,
1/27/2020,Sta Env,1915532,SE200067,4,J,Parsons Archer,Men restroom,repair,pipe leaking,,completed,2/2/2020,,,
1/27/2020,Sta Env,1915598,SE200068,4,L,8 Avenue,Dispatcher Office,secure,secure 18 lockers to wall or floor,,completed,1/28/2020,,,
1/27/2020,Sta Env,1915606,SE200069,4,A,207 Street,Men restroom,replace,light bulbs,,completed,3/13/2020,,,
1/27/2020,Sta Env,150270,SE200070,4,A,207 Street,Employee restrooms,repair,clogged and overflowing toilets,,completed,1/30/2020,,,
1/27/2020,Exterminator,N/A,E20002,5,E,World Trade Center,Tower,exterminate,mosquitos,,completed,2/5/2020,,,
1/28/2020,Material,N/A,MC20006,3,D,Murphy Tower,Tower,material,4 booth chairs,,,,,,
1/28/2020,Material,N/A,MC20007,5,7,34 Street Hudson Yards,Dispathchers Office,material,"17' scrubbing, stripping & polishing pads ",,,,,,
1/28/2020,Sta Env,1916479,SE200071,3,Q,Dekalb Avenue,Men restroom,repair,spindle broke off sink,,completed,1/28/2020,,,
1/28/2020,Sta Env,1916501,SE200072,1,1,South Ferry,Dispatcher Office,repair,"lock not working, door not closing",,completed,1/30/2020,,,
1/28/2020,Sta Env,1916496,SE200073,1,1,South Ferry,Platform Controllers,repair,3 doors not locking and door closures needed,,completed,2/11/2020,,,
1/28/2020,Sta Env,150395,SE200074,4,J,Parsons Archer,Employee restrooms,repair,no heat/ no hot water,,completed,2/1/2020,,,
1/28/2020,Sta Env,1916600,SE200075,3,N,Ditmars Boulevard,Crew Quarters,repair,loose threshold saddle,,completed,7/8/2020,,,
1/28/2020,Sta Env,1914016/1912670,SE200076,5,F,179 Street,Women restroom,repair,"clogged toilet, toilet not flushing",,completed,3/16/2020,,,
1/28/2020,Sta Env,1916628,SE200077,2,4,Utica Avenue,Dispatcher Office,replace,light bulbs,,completed,1/30/2020,,,
1/28/2020,Sta Env,1916625,SE200078,2,4,Utica Avenue,Women locker room,replace,light bulbs,,completed,1/30/2020,,,
1/28/2020,Sta Env,1916634,SE200079,2,4,Woodlawn,Women locker room,repair,heater not working,,completed,3/20/2020,,,
1/28/2020,Sta Env,1916638,SE200080,5,F,179 Street,Men locker room,replace,"light bulbs, cracked light fixture cover",,completed,2/2/2020,,,
1/28/2020,Sta Env,1916703,SE200081,3,R,Forest Hills 71 Avenue Continental,Crew Room,install ,soap dispenser & paper towel dispenser,,completed,3/23/2020,,,
1/28/2020,Sta Env,1916711,SE200082,4,A,59 Street,Tower,repair,door lock missing parts,,completed,1/29/2020,,,
1/28/2020,Sta Env,1916714,SE200083,3,Q,Dekalb Avenue,Men's restroom,repair,clogged toilet,,completed,1/29/2020,,,
1/28/2020,Sta Env,1916728,SE200084,3,E,Queensboro Plaza Master Tower,Employee restrooms,replace,light bulbs,,completed,1/29/2020,,,
1/28/2020,Sta Env,1916723,SE200085,5,E,Queensboro Plaza Master Tower,Men locker room,replace,2 damaged window screens,,Reffered to MOW,3/19/2020,,,
1/28/2020,Bergen,N/A,B20008,,,2 Broadway,Superintendent Office,fabricate,display box for tools-Derrick Brown,,completed,2/20/2020,,,
1/28/2020,MID Island,EL-115237,MI20001,Sub C,Sub C,38 Street Yard ,Murphey Tower,material,25 LED light fixtures,,completed,2/7/2020,,,
1/29/2020,Sta Env,1918041,SE200086,1,1,242 Street,kitchen sink,repair,no water,,completed,1/30/2020,,,
1/29/2020,Sta Env,1924977,SE200087,4,A,207 Street,storage room,replace,entrance door lock,,completed,2/3/2020,,,
1/29/2020,MOW,322508,M20017,1,2,239 Street Yard,Unisex restroom ,repair,flush handle and toilet seat,,completed,1/30/2020,,,
1/30/2020,Sta Env,1925309,SE200088,3,R,Forest Hills 71 Avenue Continental,Crew room,repair,no hot water,,completed,3/16/2020,,,
1/30/2020,Sta Env,1937298,SE200089,3,R,Forest Hills 71 Avenue Continental,Signal maintainer,repair,broken door closer,,completed,2/7/2020,,,
2/3/2020,Sta Env,1936119,SE200090,5,7,42 Street Times Square Queens,Tower,replace,door stop and install hasp and staple,,completed,2/16/2020,,,
2/3/2020,Sta Env,1935404,SE200091,5,F,179 Street,Women restroom,repair,flushometer ,,completed,2/5/2020,,,
2/3/2020,Sta Env,1935408,SE200092,5,G,Court Square,Superintendent's office,replace,light bulb,,completed,2/20/2020,,,
2/3/2020,Sta Env,1935415,SE200093,2,4,Woodlawn,Women locker room,repair,ceiling leak,,closed unfounded,3/4/2020,,,
2/3/2020,Sta Env,1935414,SE200094,2,4,Woodlawn,Dispatcher Office,repair,2 baseboard heaters,,completed,2/4/2020,,,
2/3/2020,Sta Env,1935424,SE200095,1,1,242 Street,Kitchen ,repair,outlet,,completed,2/12/2020,,,
2/3/2020,Sta Env,1935422,SE200096,1,1,242 Street,Women restroom,replace,light bulbs,,completed,2/12/2020,,,
2/3/2020,Sta Env,1935419,SE200097,1,1,242 Street,Men restroom,repair,toilet not working,,completed,2/14/2020,,,
2/3/2020,Sta Env,1935418,SE200098,1,1,242 Street,Dispatcher Office,replace,light bulb,,completed,2/12/2020,,,
2/3/2020,Material,N/A,MC20008,,,130 Livingston Street,Facility & Safety,material,3 booth chairs,,completed,,,,
2/3/2020,Bergen,N/A,B20010,,,130 Livingston Street,Time Keeping,material,plaque for CR Rodney Fennell,,completed,2/6/2020,,,
2/3/2020,MOW,322510,M20018,1,1,240 Street Yard,Tower,replace,light bulbs and light fixture,,completed,2/11/2020,,,
2/3/2020,MOW,322511,M20019,1,1,240 Street Yard,Kitchen/ Crew room,repair,no hot water at sink,,completed,2/11/2020,,,
2/4/2020,MOW,4200099,M20020,5,E,Jamaica Yard,Men's Restroom,repair,broken stall lock ,,completed,2/8/2020,,,
2/4/2020,Sta Env,1936604,SE200099,2,6,Brooklyn Bridge,Tower,replace,6ft light bulb,,completed,2/9/2020,,,
2/4/2020,Sta Env,1936620,SE200100,4,C,Euclid Avenue,Men restroom,replace,soap dispenser,,completed,2/21/2020,,,
2/4/2020,Sta Env,1936663,SE200101,3,B,Brighton Beach,Crew room,replace,broken floor tiles,,completed,2/12/2020,,,
2/5/2020,Sta Env,1937338,SE200102,1,2,Flatbush Avenue,Crew room Track 3,replace,door lock,,completed,2/5/2020,,,
2/5/2020,Sta Env,1937416,SE200103,1,2,241 Street,Crew room,replace,kitchenette bottom cabinet,,completed,3/4/2020,,,
2/5/2020,Sta Env,1937438,SE200104,2,3,New Lots Avenue,Women locker room,repair,wall heater not working,,completed,4/1/2020,,,
2/5/2020,Sta Env,1937444,SE200105,4,M,Metropolitan Avenue,Men restroom,repair,loose toilet bowl and leaking,,completed,2/5/2020,,,
2/5/2020,Bergen,N/A,B20009,,,130 Livingston Street,Timekeeping,fabricate,plaque for Rodney Fennell,,completed,,,,
2/5/2020,Bergen,N/A,B20010,5,G,Court Square,Superintendent Office,fabricate,plaque for Viola Pearson,,completed,2/10/2020,,,
2/5/2020,MOW,4200104,M20021,Sub C,Sub C,Prospect Park Flagging,Men restroom,repair,toilet leak and water leak in floor,,completed,2/18/2020,,,
2/5/2020,MOW,4200105,M20022,4,J,East New York Yard,Men restroom,repair,clogged toilet,,completed,2/6/2020,,,
2/5/2020,Sta Env,1946137,SE200106,Sub C,Sub C,Chambers Street Flagging Quarters,Training Room,repair,600V heaters,,completed,2/9/2020,,,
2/6/2020,Sta Env,1946250,SE200107,1,2,241 Street,Crew room,repair,ceiling heaters,,completed,4/1/2020,,,
2/6/2020,Sta Env,1946524,SE200108,4,A,59 Street,Unisex restroom,repair,toilet's alarm beeping and flashing,,completed,3/17/2020,,,
2/6/2020,Sta Env,1946699,SE200109,5,7,34 Street Hudson Yards,Men restroom,repair,flushometer leaking,,completed,3/23/2020,,,
2/6/2020,MOW,4200109,M20023,5,E,Jamaica Yard,Unisex restroom,repair,reseal fresh air vent ,,completed,2/18/2020,,,
2/6/2020,MOW,N/A,M20024,5,E,Jamaica Yard,Men restroom,repair,broken stall lock ,,closed duplicate ,2/10/2020,,,
2/6/2020,MOW,4200114,M20025,5,E,Parsons Archer,Catwalk Upper & Lower Level,paint,handrails,,completed,2/18/2020,,,
2/6/2020,Ozone,N/A,OZ20004,,F&S,130 Livingston Street,office,fabricate,5 HDPE Yellow sheets jumper cable boxes,,,,,,
2/6/2020,Exterminator,N/A,E20003,3,N,Kings Highway,Platform,exterminate,rodents,,completed,2/16/2020,,,
2/7/2020,Sta Env,1947970,SE200110,5,F,Kings Highway,Women restroom,replace,light bulb,,completed,2/13/2020,,,
2/7/2020,Sta Env,1947943,SE200111,2,3,148 Street,Men restroom,repair,urinal not flushing,,completed,2/10/2020,,,
2/7/2020,MOW,4200114,M20026,Sub C,Sub C,Jackson Avenue Flagging Quarters,Men restroom,repair,loose toilet seat,,completed,2/18/2020,,,
2/7/2020,Sta Env,1947994,SE200112,3,R,Forest Hills 71 Avenue Continental,Men's restroom,repair,broken flushometer ,,completed,2/11/2020,,,
2/7/2020,Sta Env,152000,SE200113,4,C,168 Street,Restrooms,repair,clogged and overflowing toilets,,completed,2/10/2020,,,
2/7/2020,Sta Env,1948036,SE200114,4,L,8 Avenue,Women restroom,repair,hole in wall,,completed,2/12/2020,,,
2/7/2020,Vent cleaning,N/A,V2003,3,N,Ditmars Boulevard,Main hallways,cleaning,air vent cleaning,,completed,2/10/2020,,,
2/10/2020,Sta Env,1950889,SE200115,1,2,Flatbush Avenue,Crew room Track 3,install ,door lock,,completed,2/12/2020,,,
2/10/2020,Sta Env,1950900,SE200116,Sub C,Sub C,125 Street Flagging Quarters,Women restroom,replace,floor tiles lifting up,,completed,2/10/2020,,,
2/10/2020,Sta Env,1950904,SE200117,1,2,241 Street,Women restroom,repair,handicapped toilet leaking,,completed,3/4/2020,,,
2/10/2020,Sta Env,1950755,SE200118,3,R,Roosevelt Avenue,Superintendent Office,replace,damaged floor tiles,,completed,4/1/2020,,,
2/10/2020,Sta Env,1950944,SE200119,4,L,Canarsie Rockaway Parkway,Crew room,install ,replace entrance door and lock,,completed,5/12/2020,,,
2/10/2020,MOW,200023,M20027,4,A,Pitkin Yard,Tower,replace,missing floor tiles,,completed,4/24/2020,,,
2/10/2020,MID Island,EL-115238,MI20002,Sub C,Sub C,38 Street Yard ,Murphey Tower,material,35 LED light fixtures,,completed,2/13/2020,,,
2/10/2020,MID Island,EL-115239,MI20003,Sub C,Sub C,38 Street Yard ,Murphey Tower,material,30 LED light bulbs ,,completed,2/21/2020,,,
2/11/2020,Material,N/A,MC20009,F&S,F&S,Facilities & Safety,Systemwide,fabricate,W96 rubber stamp,,,,,,
2/11/2020,Sta Env,1962824,SE200120,5,7,34 Street Hudson Yards,Men restroom,repair,clogged toilet,,completed,3/23/2020,,,
2/12/2020,Sta Env,1963968,SE200121,3,N,Ditmars Boulevard,Crew room,install ,missing ceiling tiles,,completed,4/1/2020,,,
2/12/2020,MOW,4200134,M20028,2,3,Livonia Yard,Scrubber room,repair,ceiling leak,,completed,3/16/2020,,,
2/12/2020,MOW,322513,M20029,3,D,Concourse Yard,Tower,repair,draft from window,,completed,2/19/2020,,,
2/12/2020,MOW,N/A,M20030,4,J,East New York Yard,Restrooms,install ,GFCI outlet with reset button,,completed,2/14/2020,,,
2/12/2020,Sta Env,1964260,SE200122,1,1,242 Street,Men Restroom,repair,broken cylinder,,completed,2/20/2020,,,
2/12/2020,Sta Env,1964243,SE200123,Trns Ops,Trns Ops,Grand Central Platform Controllers,Crew Room,restore,no hot water,,completed,2/12/2020,,,
2/12/2020,Sta Env,1964368,SE200124,4,J,Broadway Junction,Dispatcher Office,repair,electrical for HVAC system,,completed,2/15/2020,,,
2/12/2020,Sta Env,1964366,SE200125,4,J,Broadway Junction,Crew Facility,repair,flood /emergency lights and signs,,completed,2/24/2020,,,
2/12/2020,Sta Env,N/A,SE200126,4,J,Broad Street,Crew room,replace,light bulbs,,completed,2/12/2020,,,
2/12/2020,Bergen,N/A,B20012,RCC,RCC,Rail Control Center,Superintendent Office,fabricate,plaque for Pullman ,,completed,2/24/2020,,,
2/13/2020,Sta Env,153814,SE200127,5,7,34 Street Hudson Yards,Men Restroom,repair,flushometer ,,completed,2/16/2020,,,
2/13/2020,Sta Env,1965219,SE200128,5,F,179 Street,Crew Room,repair,misalignd door,,completed,2/13/2020,,,
2/13/2020,Sta Env,1965325,SE200129,3,Q/FS,Prospect Park,Crew Room,install ,missing floor tiles,,completed,11/16/2021,,,
2/13/2020,Sta Env,1965328,SE200130,1,1,242 Street,Women locker room,install ,light bulbs,,completed,2/12/2020,,,
2/13/2020,Sta Env,1965364,SE200131,Sub C,Sub C,Chambers Street Flagging Quarters,Women Restroom,repair,broken toilet,,completed,2/21/2020,,,
2/13/2020,Bergen,N/A,B20013,F&S,F&S,Facilities & Safety,Superintendent,material,20 signs ,,completed,2/20/2020,,,
2/14/2020,Bergen,N/A,B20014,4,M,Metropolitan Avenue,Superintendent Office,fabricate,retirement plaque for TO Delores Boone,,completed,2/20/2020,,,
2/14/2020,Sta Env,153963,SE200132,3,Q,Stillwell Avenue,Dispatcher Office,repair,door lock,,completed,2/16/2020,,,
2/14/2020,Sta Env,152977,SE200133,1,2,Flatbush Avenue,Crew room Track 3,repair,broken door handle,,completed,2/14/2020,,,
2/14/2020,Sta Env,1975857,SE200134,3,N,Kings Highway,Dispatcher Office,repair,no hot water,,completed,3/16/2020,,,
2/14/2020,MOW,N/A,M20031,2,3,Liberty Junction,Restrooms,replace,toilet tank missing,,duplicate request see M19143,,,,
2/17/2020,Bergen,N/A,B20015,F&S,F&S,130 Livingston Street,Superintendent,fabricate,name plate for Manuel Ocasio-Ponce,,completed,2/24/2020,,,
2/18/2020,Sta Env,1983401,SE200135,1,2,Flatbush Avenue,Crew room Track 3,replace,light bulbs,,completed,2/20/2020,,,
2/19/2020,Sta Env,1983595,SE200136,1,2,Flatbush Avenue,Dispatcher Office,repair,emergency exit sign,,completed,3/25/2020,,,
2/19/2020,Sta Env,1983483,SE200137,5,G ,Church Avenue,Womens Restroom,repair,leaking toilet   ,,completed,4/1/2020,,,
2/19/2020,Sta Env,1983505,SE200138,5,7,Main Street,Men restroom,repair,automatic faucet loose and not dispensing water,,completed,2/20/2020,,,
2/19/2020,Sta Env,1983517,SE200139,5,G,Church Avenue,Crew Facility,replace,side door glass broken,,completed,3/22/2020,,,
2/19/2020,Sta Env,1983616,SE200140,1,2,Flatbush Avenue,Crew room Track 3,replace,missing wall tiles,,completed,3/24/2020,,,
2/19/2020,Sta Env,1983600,SE200141,1,2,Flatbush Avenue,Crew room Track 3,install ,1 electrical outlet install and 1 outlet repositioned ,,completed,3/25/2020,,,
2/19/2020,Sta Env,1935408,SE200142,5,G,Court Square,Superintendent Office,replace,light bulb,,closed duplicate ,2/20/2020,,,
2/19/2020,MOW,4200135,M20032,4,J,East New York Yard,Tower restroom,repair,sink leaking,,completed,3/3/2020,,,
2/19/2020,MOW,4200136,M20033,2,3,Livonia Yard,Women restroom,replace ,light bulbs,,completed,3/16/2020,,,
2/20/2020,Exterminator,N/A,E20004,4,C,Euclid Avenue,Car Cleaning Supply Room,exterminate,rodents ,,completed,3/1/2020,,,
2/20/2020,MOW,N/A,M20034,1,2,241 Street,Unisex restroom,repair,clogged toilet,,completed,2/28/2020,,,
2/20/2020,Sta Env,1996996,SE200143,5,7,Main Street,Men's restroom,repair,no hot water,,completed,3/24/2020,,,
2/20/2020,Sta Env,1996915,SE200144,1,2,241 Street,Crew room,replace,sink is leaking underneath,,completed,3/3/2020,,,
2/20/2020,Sta Env,1997005,SE200145,4,C,Euclid Avenue,Crew room,repair,electrical outlet needs replacing,,completed,2/22/2020,,,
2/20/2020,Sta Env,154923,SE200146,Sub C,Sub C,125 Street Flagging Quarters,Entrance Door,repair,broken door lock,,completed,2/20/2020,,,
2/20/2020,Sta Env,154926,SE200147,1,2,Flatbush Avenue,Dispatcher office,repair,broken door lock,,completed,2/20/2020,,,
2/21/2020,Sta Env,1997970,SE200148,3,D,205 Street,Dispatcher office,repair,broken door lock,,completed,2/21/2020,,,
2/21/2020,Sta Env,1997982,SE200149,3,Q,Stillwell Avenue,Dispatcher office,repair,broken door lock,,completed,2/21/2020,,,
2/21/2020,MOW,4200150,M20035,5,E,Queensboro Plaza Master Tower,Womens Restroom,repair,leaking toilet pipe,,completed,2/25/2020,,,
2/21/2020,Quench,Q0092984,Q20003,2,4,Woodlawn,Crew room,inspect,cooler has foul taste and smell,,completed,3/1/2020,,,
2/21/2020,Sta Env,1998208,SE200150,5,F,Kings Highway,Womens Restroom,repair,flushometer leaking,,completed,2/23/2020,,,
2/24/2020,Bergen,N/A,B20016,5,E,Court Square ,Superintendent,fabricate,retirement plaque for VTO Vincent Gadson,,completed,2/27/2020,,,
2/24/2020,Sta Env,2000887,SE200151,3,Q,96 Street 2 Avenue,Mens restroom,repair,clogged toilet,,completed,3/24/2020,,,
2/24/2020,Sta Env,2000949,SE200152,3,N,City Hall,Unisex Restroom,repair,exhaust fan ,,completed,3/16/2020,,,
2/24/2020,Sta Env,2000953,SE200153,2,4,Utica Avenue,Dispatcher Office,repair,pipe leaking under the sink,,completed,3/16/2020,,,
2/24/2020,Bergen,N/A,B20017,F&S,F&S,130 Livingston Street,6th floor,fabricate,retirement plaque for Director John Frazzetta,,completed,3/3/2020,,,
2/24/2020,Sta Env,2004508,SE200154,5,7,Main Street,Crew Room,repair,Security/swipe door not closing properly,,completed,2/25/2020,,,
2/24/2020,Exterminator,N/A,E20005,2,6,Parkchester,Superintendents office,exterminate,ants and mice,,completed,3/1/2020,,,
2/25/2020,Sta Env,2005544,SE200155,4,C,168 Street,Stairwell leading to restroom,scrape/paint,peeling paint & plaster,,completed,3/24/2020,,,
2/25/2020,Sta Env,2005567,SE200156,2,4,Woodlawn,Women Restroom,repair,toilet continuously running,,completed,2/29/2020,,,
2/25/2020,MOW,4200162,M20036,4,A,Pitkin Yard,Men restroom,repair,urinal continuously running,,completed,2/27/2020,,,
2/25/2020,MOW,322514,M20037,1,2,239 Street Yard,storage room,replace,replace lock on door,,completed,3/9/2020,,,
2/25/2020,Sta Env,2005618,SE200157,3,Q,96 Street 2 Avenue,Dispatcher office,repair,floor tiles lifting up,,completed,3/3/2020,,,
2/25/2020,Sta Env,2005653,SE200158,4,A,59 Street,Tower,replace,light bulbs,,completed,2/28/2020,,,
2/26/2020,Material,N/A,MC20010,2,3,148 Street ,Crew Room,replace,wooden bench,,completed,10/2/2020,,,
2/26/2020,Sta Env,2006932,SE200159,2,4,Utica Avenue,Unisex Restroom,repair,The bathroom needs an exhaust fan,,"Closed, Belongs to Station Dept",3/2/2020,,,
2/26/2020,Sta Env,2006937,SE200160,3,N,Ditmars Boulevard,Mens Restroom,repair,Broken hand dispenser towel,,completed,4/1/2020,,,
2/26/2020,Bergen,N/A,B20018,5,G,Court Square,Renee Dillahunt-Mckenzie,fabricate,retirement plaque for TO Michael Staddon,,completed,3/4/2020,,,
2/26/2020,Sta Env,2006965,SE200161,5,F,179 Street,Entrance Door,repair,Platform & Mezzanine doors not closing completely,,completed,3/10/2020,,,
2/26/2020,Sta Env,N/A,SE200162,4,J,Parsons Archer,Restrooms,repair,Air vents not working,,CLOSED ref to HVAC,2/29/2020,,,
2/26/2020,MOW,N/A,M20038,4,J,Parsons Archer,Cat Walk,repair,"water leaking from ceiling, referred to Nights",,completed,3/15/2020,,,
2/26/2020,Exterminator,N/A,E20006,2,4,Utica Avenue,Dispatcher/Tower/Crew Room,exterminate,Gnats and fruit flies,,completed,3/5/2020,,,
2/26/2020,Bergen,N/A,B20019,5,F,Court Square,Superintendent Office,fabricate,plaque for TO Robert Rivinius,,completed,3/12/2020,,,
2/27/2020,Exterminator,N/A,E20007,3,B,Brighton Beach,Dispatcher Office/Crew Room,exterminate,Rodent & Roach Issue,,completed,3/10/2020,,,
2/27/2020,Sta Env,2019292,SE200163,1,2,241 Street,Dispatcher office,repair,secure glass window,,completed,2/27/2020,,,
2/27/2020,Sta Env,2019297,SE200164,Trns Ops,Trns Ops,Queens Plaza Platform Controllers,Lunch room,replace,broken door handle,,completed,3/1/2020,,,
2/27/2020,MOW,200037,M20039,3,CIYD,Coney Island Yard,Men restroom,repair,floor drain cover,,completed,4/1/2020,,,
2/27/2020,Bergen,N/A,B20020,4,A,14 Street 8 Avenue,Superintendent Office,fabricate,retirement plaque for TSS Felix Mojica,,completed,3/3/2020,,,
2/27/2020,Sta Env,2019300,SE200165,4,C,Rockaway Park Beach 116 Street,Tower,repair,light bulb/fixture needs repair,,completed,2/29/2020,,,
2/27/2020,MID Island,EL-115241,MI20004,,,130 Livingston Street,Facility & Safety,material,6 paper towel dispenser & 25 order form,,completed,3/3/2020,,,
2/27/2020,Material,N/A,MC20010,1,3,148 Street,Crew Room,bench,"6"" wooden bench",,completed,10/6/2020,,,
2/27/2020,Quench,12715501,Q20004,5,E,Parsons Archer,Dispatcher's Office,replace,filter,,completes,5/4/2020,,,
2/27/2020,Sta Env,2019408,SE200166,3,D,Bedford Park,Tower,repair,leaking urinal handle,,completed,2/29/2020,,,
2/27/2020,Sta Env,2019418,SE200167,3,D,205 Street,Dispatchers office,paint,Dispatchers office & crew room need painting,,,,,,
2/27/2020,Sta Env,2019474,SE200168,3,D,205 Street,Dispatchers office,foul odor,foul smell coming from bathroom ejector drain,,completed,3/5/2020,,,
2/27/2020,Sta Env,2019479,SE200169,3,D,Bedford Park,Stairwell to old crew room,replace,light bulb needs replacing,,completed,4/1/2020,,,
2/27/2020,Sta Env,2019541,SE200170,5,7,Main Street,Women's Restroom,repair,clogged sink,,completed,3/2/2020,,,
2/28/2020,MOW,322516,M20040,1,1,240 Street Yard,Yard,replace,2 dark lights,,completed,11/17/2020,,,
2/28/2020,Sta Env,2040599,SE200171,4,L,Canarsie Rockaway Parkway,Women's Restroom,replace,lock on door in women's restroom,,completed,2/29/2020,,,
2/28/2020,Sta Env,2040644,SE200172,4,L,8 Avenue,Dispatcher's Office,install ,weather strip to the door,,completed,3/7/2020,,,
2/28/2020,Sta Env,2040672,SE200173,5,F,179 Street,Men's Locker Room,replace,missing light fixture cover,,completed,3/16/2020,,,
2/28/2020,Sta Env,2041194,SE200174,3,B,Brighton Beach,Men's Locker Room,replace ,dark flourescent light,,completed,3/3/2020,,,
2/28/2020,Sta Env,2041026,SE200175,3,B,Brighton Beach,Men's Locker Room,repair,leak between stall 2 and 3,,completed,3/5/2020,,,
